HHID,PERSID,DATUM,WOTAG,BERTAG,WNRT,ABZEIT,ZWECK,VMDIW,ANZEIT,KM,DAUER,SPEED,REGIONNR,REGION
5111050044,51110500441,23.01.2020,4,7,1,1000,4,41,1010,3,10,18,1,urban
5111050044,51110500441,23.01.2020,4,7,2,1225,7,41,1230,3,5,36,1,urban
5111050026,51110500261,09.12.2019,1,3,1,555,1,41,620,26,25,62,6,rural
5111050026,51110500261,09.12.2019,1,3,2,1525,4,41,1600,22,35,38,6,rural
5111050026,51110500261,09.12.2019,1,3,3,1615,7,41,1630,13,15,52,6,rural
5111050026,51110500261,10.12.2019,2,4,1,555,1,41,620,26,25,62,6,rural
5111050026,51110500261,10.12.2019,2,4,2,1535,5,41,1540,3,5,36,6,rural
5111050026,51110500261,10.12.2019,2,4,3,1815,7,41,1840,25,25,60,6,rural
5111050026,51110500261,11.12.2019,3,5,1,555,1,41,620,26,25,62,6,rural
5111050026,51110500261,11.12.2019,3,5,2,1530,7,41,1600,26,30,52,6,rural
5111050026,51110500261,12.12.2019,4,6,1,630,1,41,700,26,30,52,6,rural
5111050026,51110500261,12.12.2019,4,6,4,1730,5,41,1745,5.5,15,22,6,rural
5111050026,51110500261,12.12.2019,4,6,5,2100,7,41,2130,26,30,52,6,rural
5111050026,51110500261,13.12.2019,5,7,1,600,1,41,625,26,25,62,6,rural
5111050026,51110500261,13.12.2019,5,7,2,1215,5,41,1235,19,20,57,6,rural
5111050026,51110500261,13.12.2019,5,7,3,1500,7,41,1515,14,15,56,6,rural
5111050022,51110500221,22.01.2020,3,4,1,1330,1,41,1340,4.6,10,28,5,semiurb
5111050022,51110500221,22.01.2020,3,4,2,1838,7,41,1848,4.6,10,28,5,semiurb
5111050022,51110500221,24.01.2020,5,6,1,1245,1,41,1300,4.6,15,18,5,semiurb
5111050022,51110500221,24.01.2020,5,6,2,1848,7,41,1903,4.6,15,18,5,semiurb
5111050022,51110500221,25.01.2020,6,7,1,815,1,41,825,4.6,10,28,5,semiurb
5111050022,51110500221,25.01.2020,6,7,2,1442,7,41,1453,4.6,11,25,5,semiurb
5111050022,51110500222,25.01.2020,6,7,1,1605,4,41,1615,5.5,10,33,5,semiurb
5111050022,51110500222,25.01.2020,6,7,2,1820,7,41,1830,5.5,10,33,5,semiurb
5111050012,51110500121,05.12.2019,4,1,1,830,4,41,850,1,20,3,6,rural
5111050012,51110500121,05.12.2019,4,1,2,930,7,41,950,10,20,30,6,rural
5111050012,51110500121,06.12.2019,5,2,1,1000,11,41,1020,1,20,3,6,rural
5111050012,51110500121,06.12.2019,5,2,2,1100,7,41,1125,10,25,24,6,rural
5111050012,51110500121,07.12.2019,6,3,1,1000,4,41,1030,11,30,22,6,rural
5111050012,51110500121,07.12.2019,6,3,2,1200,7,41,1230,11,30,22,6,rural
5111050012,51110500121,08.12.2019,7,4,1,1450,6,41,1500,3,10,18,6,rural
5111050012,51110500121,08.12.2019,7,4,2,1505,7,41,1515,3,10,18,6,rural
5111050012,51110500121,09.12.2019,1,5,1,900,4,41,910,3,10,18,6,rural
5111050012,51110500121,09.12.2019,1,5,2,945,7,41,955,3,10,18,6,rural
5111050012,51110500121,10.12.2019,2,6,1,930,11,41,1045,19,75,15,6,rural
5111050012,51110500121,10.12.2019,2,6,2,1300,7,41,1345,19,45,25,6,rural
5111050012,51110500121,11.12.2019,3,7,1,900,4,41,910,7.5,10,45,6,rural
5111050012,51110500121,11.12.2019,3,7,2,1000,7,41,1015,7.5,15,30,6,rural
5101056537,51010565371,19.01.2020,7,1,1,920,4,41,926,4,6,40,5,semiurb
5101056537,51010565371,19.01.2020,7,1,2,945,7,41,950,4,5,48,5,semiurb
5101056537,51010565371,20.01.2020,1,2,1,730,1,41,738,4,8,30,5,semiurb
5101056537,51010565371,20.01.2020,1,2,2,1345,11,41,1400,10,15,40,5,semiurb
5101056537,51010565371,20.01.2020,1,2,3,1445,1,41,1500,10,15,40,5,semiurb
5101056537,51010565371,20.01.2020,1,2,4,1850,7,41,1858,4,8,30,5,semiurb
5101056537,51010565371,21.01.2020,2,3,1,725,1,41,733,4,8,30,5,semiurb
5101056537,51010565371,21.01.2020,2,3,2,1850,7,41,1855,4,5,48,5,semiurb
5101056537,51010565371,22.01.2020,3,4,1,725,1,41,730,4,5,48,5,semiurb
5101056537,51010565371,22.01.2020,3,4,2,1350,7,41,1355,4,5,48,5,semiurb
5101056537,51010565371,23.01.2020,4,5,1,720,1,41,725,4,5,48,5,semiurb
5101056537,51010565371,23.01.2020,4,5,2,1300,7,41,1305,4,5,48,5,semiurb
5101056537,51010565371,23.01.2020,4,5,3,1445,1,41,1450,4,5,48,5,semiurb
5101056537,51010565371,23.01.2020,4,5,4,1845,7,41,1850,4,5,48,5,semiurb
5101056537,51010565371,24.01.2020,5,6,1,725,1,41,730,4,5,48,5,semiurb
5101056537,51010565371,24.01.2020,5,6,2,1330,4,41,1334,1.5,4,23,5,semiurb
5101056537,51010565371,24.01.2020,5,6,3,1424,7,41,1428,2.5,4,38,5,semiurb
5101056537,51010565372,20.01.2020,1,2,1,202,1,41,207,2,5,24,5,semiurb
5101056537,51010565372,20.01.2020,1,2,2,1103,7,41,1113,2,10,12,5,semiurb
5101056537,51010565372,20.01.2020,1,2,3,1124,11,41,1128,4,4,60,5,semiurb
5101056537,51010565372,20.01.2020,1,2,4,1132,7,41,1137,4,5,48,5,semiurb
5101056537,51010565372,21.01.2020,2,3,1,204,1,41,208,2,4,30,5,semiurb
5101056537,51010565372,21.01.2020,2,3,2,1041,4,41,1045,2,4,30,5,semiurb
5101056537,51010565372,21.01.2020,2,3,3,1051,7,41,1058,4.5,7,39,5,semiurb
5101056537,51010565372,22.01.2020,3,4,1,204,1,41,207,2,3,40,5,semiurb
5101056537,51010565372,22.01.2020,3,4,2,1116,7,41,1120,2,4,30,5,semiurb
5101056537,51010565372,23.01.2020,4,5,1,203,1,41,207,2,4,30,5,semiurb
5101056537,51010565372,23.01.2020,4,5,2,1045,7,41,1049,2,4,30,5,semiurb
5101056537,51010565372,24.01.2020,5,6,1,203,1,41,207,2,4,30,5,semiurb
5101056537,51010565372,24.01.2020,5,6,2,1024,4,41,1027,2,3,40,5,semiurb
5101056537,51010565372,24.01.2020,5,6,3,1032,7,41,1037,4.5,5,54,5,semiurb
5101056537,51010565372,25.01.2020,6,7,1,1050,4,41,1056,3.5,6,35,5,semiurb
5101056537,51010565372,25.01.2020,6,7,2,1215,4,41,1220,1.5,5,18,5,semiurb
5101056537,51010565372,25.01.2020,6,7,3,1235,7,41,1237,2,2,60,5,semiurb
5101056537,51010565372,25.01.2020,6,7,4,1850,5,41,1855,3.5,5,42,5,semiurb
5101056537,51010565372,25.01.2020,6,7,5,2350,7,41,0,3.5,10,21,5,semiurb
5101056493,51010564933,09.12.2019,1,5,5,1930,4,41,1945,7,15,28,3,urban
5101056493,51010564933,09.12.2019,1,5,6,2030,7,41,2100,10,30,20,3,urban
5101056493,51010564933,10.12.2019,2,6,3,1220,4,41,1225,4,5,48,3,urban
5101056493,51010564933,10.12.2019,2,6,4,1245,1,41,1305,10,20,30,3,urban
5101056493,51010564933,10.12.2019,2,6,5,1610,6,41,1630,10,20,30,3,urban
5101056493,51010564933,10.12.2019,2,6,6,1631,1,41,1650,10,19,32,3,urban
5101056493,51010564933,10.12.2019,2,6,7,1800,4,41,1815,6,15,24,3,urban
5101056493,51010564933,10.12.2019,2,6,8,1820,5,41,1835,6,15,24,3,urban
5101056493,51010564933,10.12.2019,2,6,9,2050,7,41,2110,10,20,30,3,urban
5101056493,51010564933,11.12.2019,3,7,2,1530,4,41,1540,8,10,48,3,urban
5101056493,51010564933,11.12.2019,3,7,3,1610,5,41,1630,18,20,54,3,urban
5101056493,51010564933,11.12.2019,3,7,4,1940,5,41,1950,4,10,24,3,urban
5101056493,51010564933,11.12.2019,3,7,5,2115,5,41,2125,4,10,24,3,urban
5101056493,51010564933,11.12.2019,3,7,6,2300,7,41,2305,2,5,24,3,urban
5101056486,51010564861,16.01.2020,4,3,4,1600,6,41,1700,17,60,17,1,urban
5101056486,51010564861,16.01.2020,4,3,5,1830,7,41,1910,17,40,26,1,urban
5101056486,51010564861,18.01.2020,6,5,3,955,6,41,1030,17,35,29,1,urban
5101056486,51010564861,18.01.2020,6,5,4,1032,6,41,1045,6.8,13,31,1,urban
5101056486,51010564861,18.01.2020,6,5,5,1050,6,41,1100,3.2,10,19,1,urban
5101056486,51010564861,18.01.2020,6,5,6,1200,6,41,1207,3.2,7,27,1,urban
5101056486,51010564861,18.01.2020,6,5,7,1208,6,41,1220,6.8,12,34,1,urban
5101056486,51010564861,18.01.2020,6,5,8,1235,7,41,1308,17,33,31,1,urban
5101056460,51010564601,16.01.2020,4,1,1,1012,4,41,1025,6,13,28,6,rural
5101056460,51010564601,16.01.2020,4,1,2,1155,7,41,1210,6,15,24,6,rural
5101056460,51010564601,17.01.2020,5,2,1,1200,4,41,1318,32,78,25,6,rural
5101056460,51010564601,17.01.2020,5,2,2,1430,7,41,1520,32,50,38,6,rural
5101056460,51010564601,18.01.2020,6,3,1,1400,5,41,1445,17,45,23,6,rural
5101056460,51010564601,18.01.2020,6,3,2,1650,7,41,1715,17,25,41,6,rural
5101056460,51010564601,20.01.2020,1,5,1,1410,4,41,1430,10.3,20,31,6,rural
5101056460,51010564601,20.01.2020,1,5,2,1630,7,41,1700,10.3,30,21,6,rural
5101056460,51010564601,21.01.2020,2,6,1,1000,11,41,1030,7,30,14,6,rural
5101056460,51010564601,21.01.2020,2,6,2,1210,7,41,1245,7,35,12,6,rural
5101056460,51010564601,22.01.2020,3,7,1,1405,11,41,1431,4.9,26,11,6,rural
5101056460,51010564601,22.01.2020,3,7,2,1610,7,41,1625,4.9,15,20,6,rural
5101056458,51010564581,18.01.2020,6,1,1,715,1,41,738,13,23,34,5,semiurb
5101056458,51010564581,18.01.2020,6,1,2,1440,7,41,1500,13,20,39,5,semiurb
5101056458,51010564581,20.01.2020,1,3,1,710,1,41,730,13,20,39,5,semiurb
5101056458,51010564581,20.01.2020,1,3,2,1500,7,41,1520,13,20,39,5,semiurb
5101056458,51010564581,21.01.2020,2,4,1,710,1,41,735,13,25,31,5,semiurb
5101056458,51010564581,21.01.2020,2,4,2,1755,7,41,1815,13,20,39,5,semiurb
5101056458,51010564581,22.01.2020,3,5,1,710,1,41,736,13,26,30,5,semiurb
5101056458,51010564581,22.01.2020,3,5,2,1500,7,41,1520,13,20,39,5,semiurb
5101056458,51010564581,23.01.2020,4,6,1,720,1,41,740,13,20,39,5,semiurb
5101056458,51010564581,23.01.2020,4,6,2,1745,7,41,1805,13,20,39,5,semiurb
5101056458,51010564581,24.01.2020,5,7,1,715,1,41,735,13,20,39,5,semiurb
5101056458,51010564581,24.01.2020,5,7,2,1445,7,41,1510,13,25,31,5,semiurb
5101056458,51010564581,24.01.2020,5,7,3,1600,3,41,1720,76,80,57,5,semiurb
5101056458,51010564581,24.01.2020,5,7,4,2215,7,41,2330,76,75,61,5,semiurb
5101056449,51010564491,17.01.2020,5,2,1,1045,4,41,1050,2,5,24,1,urban
5101056449,51010564491,17.01.2020,5,2,2,1100,2,41,1110,3,10,18,1,urban
5101056449,51010564491,17.01.2020,5,2,3,1130,7,41,1145,5,15,20,1,urban
5101056449,51010564491,17.01.2020,5,2,4,1555,6,41,1600,2,5,24,1,urban
5101056449,51010564491,17.01.2020,5,2,5,1601,7,41,1605,2,4,30,1,urban
5101056449,51010564491,20.01.2020,1,5,1,1500,11,41,1510,3,10,18,1,urban
5101056449,51010564491,20.01.2020,1,5,2,1550,7,41,1600,3,10,18,1,urban
5101056449,51010564491,20.01.2020,1,5,3,1730,6,41,1735,3,5,36,1,urban
5101056449,51010564491,20.01.2020,1,5,4,1800,7,41,1805,3,5,36,1,urban
5101056449,51010564491,20.01.2020,1,5,5,1830,11,41,1845,7,15,28,1,urban
5101056449,51010564491,20.01.2020,1,5,6,2130,7,41,2145,7,15,28,1,urban
5101056449,51010564491,22.01.2020,3,7,1,1100,2,41,1115,5,15,20,1,urban
5101056449,51010564491,22.01.2020,3,7,2,1125,4,41,1135,4,10,24,1,urban
5101056449,51010564491,22.01.2020,3,7,3,1200,2,41,1205,2,5,24,1,urban
5101056449,51010564491,22.01.2020,3,7,4,1210,7,41,1215,2,5,24,1,urban
5101056449,51010564492,17.01.2020,5,2,3,1330,6,41,1400,12,30,24,1,urban
5101056449,51010564492,17.01.2020,5,2,4,1800,7,41,1830,12,30,24,1,urban
5101056449,51010564492,18.01.2020,6,3,3,1400,11,41,1405,1,5,12,1,urban
5101056449,51010564492,18.01.2020,6,3,4,1600,7,41,1605,1,5,12,1,urban
5101056449,51010564494,16.01.2020,4,1,1,1200,3,41,1230,30,30,60,1,urban
5101056449,51010564494,16.01.2020,4,1,2,1250,7,41,1320,30,30,60,1,urban
5101056449,51010564494,16.01.2020,4,1,3,1430,4,41,1431,1,1,60,1,urban
5101056449,51010564494,16.01.2020,4,1,4,1450,7,41,1451,1,1,60,1,urban
5101056449,51010564494,17.01.2020,5,2,1,1300,3,41,1330,30,30,60,1,urban
5101056449,51010564494,17.01.2020,5,2,2,1430,7,41,1500,30,30,60,1,urban
5101056449,51010564494,20.01.2020,1,5,1,1730,5,41,1750,15,20,45,1,urban
5101056449,51010564494,20.01.2020,1,5,2,2100,7,41,2115,15,15,60,1,urban
5101056449,51010564494,21.01.2020,2,6,1,1400,11,41,1401,0.1,1,6,1,urban
5101056449,51010564494,21.01.2020,2,6,2,1500,7,41,1501,0.1,1,6,1,urban
5101056441,51010564411,13.01.2020,1,1,1,1100,4,41,1106,1.7,6,17,2,semiurb
5101056441,51010564411,13.01.2020,1,1,2,1120,7,41,1126,1.7,6,17,2,semiurb
5101056441,51010564411,14.01.2020,2,2,1,1645,5,41,1715,41.5,30,83,2,semiurb
5101056441,51010564411,14.01.2020,2,2,2,1930,5,41,1945,7.5,15,30,2,semiurb
5101056441,51010564411,14.01.2020,2,2,3,2200,7,41,2238,46,38,73,2,semiurb
5101056441,51010564411,15.01.2020,3,3,1,1110,4,41,1116,1.7,6,17,2,semiurb
5101056441,51010564411,15.01.2020,3,3,2,1150,7,41,1156,1.7,6,17,2,semiurb
5101056441,51010564411,15.01.2020,3,3,3,1900,5,41,1932,34,32,64,2,semiurb
5101056441,51010564411,15.01.2020,3,3,4,2150,7,41,2222,34,32,64,2,semiurb
5101056441,51010564411,17.01.2020,5,5,3,1830,5,41,1845,7.5,15,30,2,semiurb
5101056441,51010564411,18.01.2020,6,6,2,630,5,41,645,7.5,15,30,2,semiurb
5101056441,51010564411,18.01.2020,6,6,4,945,4,41,1010,26.3,25,63,2,semiurb
5101056441,51010564411,18.01.2020,6,6,5,1100,4,41,1115,5.2,15,21,2,semiurb
5101056441,51010564411,18.01.2020,6,6,6,1145,4,41,1205,6.9,20,21,2,semiurb
5101056441,51010564411,18.01.2020,6,6,7,1215,4,41,1227,5,12,25,2,semiurb
5101056441,51010564411,18.01.2020,6,6,8,1230,7,41,1236,3.7,6,37,2,semiurb
5101056371,51010563711,13.01.2020,1,1,5,1705,11,41,1715,6,10,36,6,rural
5101056371,51010563711,13.01.2020,1,1,6,1750,4,41,1755,0.5,5,6,6,rural
5101056371,51010563711,13.01.2020,1,1,7,1820,7,41,1830,5.5,10,33,6,rural
5101056371,51010563711,13.01.2020,1,1,8,1930,5,41,1945,11,15,44,6,rural
5101056371,51010563711,13.01.2020,1,1,9,2115,7,41,2130,11,15,44,6,rural
5101056371,51010563711,15.01.2020,3,3,6,2130,7,41,2140,12,10,72,6,rural
5101056371,51010563711,18.01.2020,6,6,1,1050,4,41,1100,10,10,60,6,rural
5101056371,51010563711,18.01.2020,6,6,2,1215,7,41,1225,10,10,60,6,rural
5101056343,51010563431,18.01.2020,6,6,2,1250,5,41,1305,7.4,15,30,5,semiurb
5101056343,51010563431,18.01.2020,6,6,3,1400,7,41,1415,7.6,15,30,5,semiurb
5101056343,51010563431,19.01.2020,7,7,1,845,4,41,850,1.9,5,23,5,semiurb
5101056343,51010563431,19.01.2020,7,7,2,900,7,41,905,1.9,5,23,5,semiurb
5101056343,51010563432,13.01.2020,1,1,1,900,11,41,907,1.9,7,16,5,semiurb
5101056343,51010563432,13.01.2020,1,1,3,917,4,41,921,1.4,4,21,5,semiurb
5101056343,51010563432,13.01.2020,1,1,4,955,4,41,957,0.5,2,15,5,semiurb
5101056343,51010563432,13.01.2020,1,1,5,1030,7,41,1037,2.6,7,22,5,semiurb
5101056343,51010563432,16.01.2020,4,4,1,830,11,41,836,1.5,6,15,5,semiurb
5101056343,51010563432,16.01.2020,4,4,4,915,4,41,920,1.4,5,17,5,semiurb
5101056343,51010563432,16.01.2020,4,4,5,1010,7,41,1017,2.5,7,21,5,semiurb
5101056339,51010563391,17.01.2020,5,3,1,1015,4,41,1100,5.5,45,7,1,urban
5101056339,51010563391,17.01.2020,5,3,2,1145,7,41,1200,5.5,15,22,1,urban
5101056339,51010563391,19.01.2020,7,5,2,1830,7,41,1900,25,30,50,1,urban
5101056338,51010563381,04.12.2019,3,1,1,650,1,41,707,9,17,32,6,rural
5101056338,51010563381,04.12.2019,3,1,2,1730,7,41,1745,9,15,36,6,rural
5101056338,51010563381,05.12.2019,4,2,1,648,1,41,702,9,14,39,6,rural
5101056338,51010563381,05.12.2019,4,2,2,1758,7,41,1812,9,14,39,6,rural
5101056338,51010563381,10.12.2019,2,7,1,652,1,41,706,9,14,39,6,rural
5101056338,51010563381,10.12.2019,2,7,2,1757,7,41,1807,9,10,54,6,rural
5101056338,51010563382,04.12.2019,3,1,1,645,1,41,658,9,13,42,6,rural
5101056338,51010563382,04.12.2019,3,1,2,1610,7,41,1615,9,5,108,6,rural
5101056338,51010563382,04.12.2019,3,1,4,1750,4,41,1800,3,10,18,6,rural
5101056338,51010563382,04.12.2019,3,1,5,1825,7,41,1835,3,10,18,6,rural
5101056338,51010563382,05.12.2019,4,2,1,645,1,41,659,9,14,39,6,rural
5101056338,51010563382,05.12.2019,4,2,2,1610,7,41,1622,9,12,45,6,rural
5101056338,51010563382,05.12.2019,4,2,4,1820,5,41,1830,6,10,36,6,rural
5101056338,51010563382,05.12.2019,4,2,5,1915,7,41,1925,6,10,36,6,rural
5101056338,51010563382,06.12.2019,5,3,1,645,1,41,657,9,12,45,6,rural
5101056338,51010563382,06.12.2019,5,3,2,1230,11,41,1235,1,5,12,6,rural
5101056338,51010563382,06.12.2019,5,3,3,1345,7,41,1400,10,15,40,6,rural
5101056338,51010563382,06.12.2019,5,3,4,1430,11,41,1440,6,10,36,6,rural
5101056338,51010563382,06.12.2019,5,3,5,1450,7,41,1500,6,10,36,6,rural
5101056338,51010563382,06.12.2019,5,3,7,1750,11,41,1800,6,10,36,6,rural
5101056338,51010563382,06.12.2019,5,3,8,2010,7,41,2020,6,10,36,6,rural
5101056338,51010563382,07.12.2019,6,4,1,1140,4,41,1150,6,10,36,6,rural
5101056338,51010563382,07.12.2019,6,4,2,1220,7,41,1230,6,10,36,6,rural
5101056338,51010563382,07.12.2019,6,4,3,1315,4,41,1325,6,10,36,6,rural
5101056338,51010563382,07.12.2019,6,4,4,1340,7,41,1350,6,10,36,6,rural
5101056338,51010563382,07.12.2019,6,4,6,1630,6,41,1636,2,6,20,6,rural
5101056338,51010563382,07.12.2019,6,4,7,2050,7,41,2056,2,6,20,6,rural
5101056338,51010563382,08.12.2019,7,5,3,1500,5,41,1530,15,30,30,6,rural
5101056338,51010563382,08.12.2019,7,5,4,2005,7,41,2025,16,20,48,6,rural
5101056338,51010563382,09.12.2019,1,6,1,645,1,41,658,9,13,42,6,rural
5101056338,51010563382,09.12.2019,1,6,2,1610,7,41,1624,9,14,39,6,rural
5101056338,51010563382,10.12.2019,2,7,1,645,1,41,657,9,12,45,6,rural
5101056338,51010563382,10.12.2019,2,7,2,1610,7,41,1625,9,15,36,6,rural
5101056338,51010563382,10.12.2019,2,7,3,1655,5,41,1705,6,10,36,6,rural
5101056338,51010563382,10.12.2019,2,7,4,1805,7,41,1815,6,10,36,6,rural
5101056327,51010563271,03.12.2019,2,1,1,658,1,41,714,13,16,49,3,urban
5101056327,51010563271,03.12.2019,2,1,2,1632,7,41,1648,13,16,49,3,urban
5101056327,51010563271,04.12.2019,3,2,1,712,1,41,736,13,24,33,3,urban
5101056327,51010563271,04.12.2019,3,2,2,1645,7,41,1701,13,16,49,3,urban
5101056327,51010563271,05.12.2019,4,3,1,700,1,41,715,13,15,52,3,urban
5101056327,51010563271,05.12.2019,4,3,2,1635,7,41,1650,13,15,52,3,urban
5101056327,51010563271,07.12.2019,6,5,2,1725,5,41,1730,1.8,5,22,3,urban
5101056327,51010563271,07.12.2019,6,5,3,2130,7,41,2135,1.8,5,22,3,urban
5101056327,51010563271,08.12.2019,7,6,2,1355,4,41,1403,2,8,15,3,urban
5101056327,51010563271,08.12.2019,7,6,3,1407,7,41,1415,2,8,15,3,urban
5101056327,51010563271,09.12.2019,1,7,1,702,1,41,719,11,17,39,3,urban
5101056327,51010563271,09.12.2019,1,7,2,1612,7,41,1642,11,30,22,3,urban
5101056327,51010563271,09.12.2019,1,7,3,1950,5,41,1955,2.2,5,26,3,urban
5101056327,51010563271,09.12.2019,1,7,4,2200,7,41,2205,2.2,5,26,3,urban
5101056327,51010563272,03.12.2019,2,1,1,900,3,41,915,3,15,12,3,urban
5101056327,51010563272,03.12.2019,2,1,2,1700,7,41,1820,130,80,98,3,urban
5101056327,51010563272,04.12.2019,3,2,1,800,3,41,803,1.7,3,34,3,urban
5101056327,51010563272,04.12.2019,3,2,5,1830,4,41,1833,1,3,20,3,urban
5101056327,51010563272,04.12.2019,3,2,6,1900,7,41,1903,1,3,20,3,urban
5101056327,51010563272,04.12.2019,3,2,7,1950,5,41,1952,0.4,2,12,3,urban
5101056327,51010563272,04.12.2019,3,2,8,2000,7,41,2002,0.4,2,12,3,urban
5101056327,51010563272,05.12.2019,4,3,1,730,4,41,740,3,10,18,3,urban
5101056327,51010563272,05.12.2019,4,3,2,755,3,41,810,4,15,16,3,urban
5101056327,51010563272,05.12.2019,4,3,3,1305,7,41,1309,1.7,4,26,3,urban
5101056327,51010563272,07.12.2019,6,5,2,1815,6,41,1820,1.8,5,22,3,urban
5101056327,51010563272,07.12.2019,6,5,3,1822,7,41,1824,1.7,2,51,3,urban
5101056327,51010563272,07.12.2019,6,5,4,1910,6,41,1915,1.7,5,20,3,urban
5101056327,51010563272,07.12.2019,6,5,5,1916,7,41,1930,2.5,14,11,3,urban
5101056327,51010563273,03.12.2019,2,1,1,735,1,41,740,2.3,5,28,3,urban
5101056327,51010563273,03.12.2019,2,1,2,840,2,41,850,3.4,10,20,3,urban
5101056327,51010563273,03.12.2019,2,1,3,1000,2,41,1010,3.4,10,20,3,urban
5101056327,51010563273,03.12.2019,2,1,4,1305,7,41,1315,2.3,10,14,3,urban
5101056327,51010563273,05.12.2019,4,3,7,1920,4,41,1924,1,4,15,3,urban
5101056327,51010563273,05.12.2019,4,3,8,1950,7,41,1953,1,3,20,3,urban
5101056327,51010563273,06.12.2019,5,4,4,1317,6,41,1319,1.7,2,51,3,urban
5101056327,51010563273,06.12.2019,5,4,5,1320,7,41,1322,1.7,2,51,3,urban
5101056327,51010563273,08.12.2019,7,6,1,1100,6,41,1115,18,15,72,3,urban
5101056327,51010563273,08.12.2019,7,6,3,1200,5,41,1203,1.7,3,34,3,urban
5101056327,51010563273,08.12.2019,7,6,4,1220,5,41,1300,59,40,89,3,urban
5101056327,51010563273,08.12.2019,7,6,5,1350,7,41,1430,59,40,89,3,urban
5101056305,51010563051,17.01.2020,5,1,1,1125,5,41,1130,1,5,12,4,semiurb
5101056305,51010563051,17.01.2020,5,1,2,1148,7,41,1150,1,2,30,4,semiurb
5101056305,51010563051,17.01.2020,5,1,3,1400,6,41,1408,4.3,8,32,4,semiurb
5101056305,51010563051,17.01.2020,5,1,4,1410,4,41,1415,0.3,5,4,4,semiurb
5101056305,51010563051,17.01.2020,5,1,5,1445,7,41,1455,2.9,10,17,4,semiurb
5101056305,51010563051,17.01.2020,5,1,6,1720,6,41,1727,2.3,7,20,4,semiurb
5101056305,51010563051,17.01.2020,5,1,7,1728,11,41,1740,8.9,12,45,4,semiurb
5101056305,51010563051,17.01.2020,5,1,8,1837,11,41,1842,3.1,5,37,4,semiurb
5101056305,51010563051,17.01.2020,5,1,9,1900,6,41,1907,2.1,7,18,4,semiurb
5101056305,51010563051,17.01.2020,5,1,10,1908,7,41,1912,2.3,4,35,4,semiurb
5101056305,51010563051,18.01.2020,6,2,1,1230,4,41,1235,2.1,5,25,4,semiurb
5101056305,51010563051,18.01.2020,6,2,2,1345,7,41,1350,2.1,5,25,4,semiurb
5101056305,51010563051,20.01.2020,1,4,1,800,1,41,808,2.6,8,20,4,semiurb
5101056305,51010563051,20.01.2020,1,4,3,1640,7,41,1650,2.8,10,17,4,semiurb
5101056305,51010563051,21.01.2020,2,5,5,1630,11,41,1640,2.6,10,16,4,semiurb
5101056305,51010563051,21.01.2020,2,5,6,1700,11,41,1702,2,2,60,4,semiurb
5101056305,51010563051,21.01.2020,2,5,7,1710,11,41,1715,1.5,5,18,4,semiurb
5101056305,51010563051,21.01.2020,2,5,8,1719,7,41,1730,1.6,11,9,4,semiurb
5101056305,51010563051,21.01.2020,2,5,9,2005,5,41,2010,2.3,5,28,4,semiurb
5101056305,51010563051,21.01.2020,2,5,10,2100,7,41,2105,2.6,5,31,4,semiurb
5101056305,51010563051,22.01.2020,3,6,1,755,11,41,756,0.3,1,18,4,semiurb
5101056305,51010563051,22.01.2020,3,6,2,759,11,41,800,0.5,1,30,4,semiurb
5101056305,51010563051,22.01.2020,3,6,3,805,1,41,812,2.6,7,22,4,semiurb
5101056305,51010563051,22.01.2020,3,6,4,1536,7,41,1547,2.6,11,14,4,semiurb
5101056305,51010563051,23.01.2020,4,7,1,800,1,41,809,2.6,9,17,4,semiurb
5101056305,51010563051,23.01.2020,4,7,2,1405,7,41,1414,2.6,9,17,4,semiurb
5101056305,51010563052,17.01.2020,5,1,1,740,1,41,857,109,77,85,4,semiurb
5101056305,51010563052,18.01.2020,6,2,2,909,7,41,1028,110,79,84,4,semiurb
5101056305,51010563052,20.01.2020,1,4,1,735,1,41,813,36,38,57,4,semiurb
5101056305,51010563052,20.01.2020,1,4,2,1808,7,41,1843,36.5,35,63,4,semiurb
5101056305,51010563052,20.01.2020,1,4,3,1858,4,41,1910,11,12,55,4,semiurb
5101056305,51010563052,20.01.2020,1,4,4,2002,7,41,2011,11,9,73,4,semiurb
5101056305,51010563052,21.01.2020,2,5,1,735,1,41,820,36.5,45,49,4,semiurb
5101056305,51010563052,21.01.2020,2,5,4,1731,5,41,1824,46,53,52,4,semiurb
5101056305,51010563052,21.01.2020,2,5,5,2010,7,41,2023,8.3,13,38,4,semiurb
5101056305,51010563052,22.01.2020,3,6,1,725,1,41,810,36.5,45,49,4,semiurb
5101056305,51010563052,22.01.2020,3,6,2,1754,4,41,1825,35.2,31,68,4,semiurb
5101056305,51010563052,22.01.2020,3,6,3,1832,7,41,1833,2.2,1,132,4,semiurb
5101056305,51010563052,23.01.2020,4,7,1,712,1,41,745,36.5,33,66,4,semiurb
5101056305,51010563052,23.01.2020,4,7,4,1709,4,41,1740,37,31,72,4,semiurb
5101056305,51010563052,23.01.2020,4,7,5,1845,7,41,1849,2.5,4,38,4,semiurb
5101056292,51010562921,19.02.2020,3,2,1,915,4,41,930,5,15,20,2,semiurb
5101056292,51010562921,19.02.2020,3,2,2,1115,7,41,1130,5,15,20,2,semiurb
5101056292,51010562921,21.02.2020,5,4,1,915,4,41,935,10,20,30,2,semiurb
