HHID,PERSID,DATUM,WOTAG,BERTAG,WNRT,ABZEIT,ZWECK,VMDIW,ANZEIT,KM,DAUER,SPEED,REGIONNR,REGION
9111052416,91110524161,05.12.2019,4,2,1,1450,6,41,1520,3.5,30,7,1,urban
9111052416,91110524161,05.12.2019,4,2,2,1645,6,41,1650,1,5,12,1,urban
9111052416,91110524161,05.12.2019,4,2,3,1700,7,41,1710,2.5,10,15,1,urban
9111052416,91110524161,06.12.2019,5,3,4,1515,11,41,1550,9.3,35,16,1,urban
9111052416,91110524161,06.12.2019,5,3,5,1600,7,41,1630,9.3,30,19,1,urban
9111052416,91110524162,04.12.2019,3,1,1,715,6,41,735,3.5,20,11,1,urban
9111052416,91110524162,04.12.2019,3,1,2,740,7,41,800,3.5,20,11,1,urban
9111052416,91110524162,07.12.2019,6,4,1,1355,4,41,1410,2.5,15,10,1,urban
9111052416,91110524162,07.12.2019,6,4,2,1445,7,41,1510,2.5,25,6,1,urban
9111052416,91110524162,10.12.2019,2,7,1,1300,11,41,1340,7.5,40,11,1,urban
9111052416,91110524162,10.12.2019,2,7,2,1750,7,41,1825,7.5,35,13,1,urban
9111052342,91110523421,06.12.2019,5,1,1,525,11,41,545,10,20,30,5,semiurb
9111052342,91110523421,06.12.2019,5,1,2,1020,7,41,1035,10,15,40,5,semiurb
9111052342,91110523421,06.12.2019,5,1,3,1715,11,41,1725,2,10,12,5,semiurb
9111052342,91110523421,06.12.2019,5,1,4,1830,7,41,1840,2,10,12,5,semiurb
9111052342,91110523421,07.12.2019,6,2,1,900,4,41,920,10,20,30,5,semiurb
9111052342,91110523421,07.12.2019,6,2,2,1010,7,41,1030,10,20,30,5,semiurb
9111052342,91110523421,07.12.2019,6,2,3,1520,5,41,1540,21,20,63,5,semiurb
9111052342,91110523421,07.12.2019,6,2,4,1715,7,41,1735,21,20,63,5,semiurb
9111052342,91110523421,08.12.2019,7,3,1,840,11,41,855,6.5,15,26,5,semiurb
9111052342,91110523421,08.12.2019,7,3,2,1030,7,41,1045,6.5,15,26,5,semiurb
9111052342,91110523421,08.12.2019,7,3,3,1310,11,41,1335,14,25,34,5,semiurb
9111052342,91110523421,08.12.2019,7,3,4,1455,7,41,1510,14,15,56,5,semiurb
9111052342,91110523421,11.12.2019,3,6,3,1400,11,41,1410,2,10,12,5,semiurb
9111052342,91110523421,11.12.2019,3,6,4,1530,7,41,1540,2,10,12,5,semiurb
9111052342,91110523421,11.12.2019,3,6,5,1900,11,41,1920,10,20,30,5,semiurb
9111052342,91110523421,11.12.2019,3,6,6,2105,7,41,2125,10,20,30,5,semiurb
9111052342,91110523421,12.12.2019,4,7,1,755,4,41,815,8,20,24,5,semiurb
9111052342,91110523421,12.12.2019,4,7,2,910,7,41,925,8,15,32,5,semiurb
9111052342,91110523421,12.12.2019,4,7,5,1610,4,41,1615,0.8,5,10,5,semiurb
9111052342,91110523421,12.12.2019,4,7,6,1620,7,41,1625,0.8,5,10,5,semiurb
9111052342,91110523421,12.12.2019,4,7,7,1815,5,41,1845,12,30,24,5,semiurb
9111052342,91110523421,12.12.2019,4,7,8,2015,7,41,2045,12,30,24,5,semiurb
9111052324,91110523242,20.01.2020,1,7,1,920,4,41,955,45,35,77,5,semiurb
9111052324,91110523242,20.01.2020,1,7,2,1515,7,41,1545,45,30,90,5,semiurb
9111052323,91110523232,05.12.2019,4,1,1,630,6,41,645,3,15,12,2,semiurb
9111052323,91110523232,05.12.2019,4,1,2,715,6,41,725,3,10,18,2,semiurb
9111052323,91110523232,05.12.2019,4,1,3,730,6,41,735,1,5,12,2,semiurb
9111052323,91110523232,05.12.2019,4,1,4,740,1,41,750,4,10,24,2,semiurb
9111052323,91110523232,05.12.2019,4,1,5,1240,6,41,1245,4,5,48,2,semiurb
9111052323,91110523232,05.12.2019,4,1,6,1255,6,41,1300,2,5,24,2,semiurb
9111052323,91110523232,05.12.2019,4,1,9,1405,11,41,1410,2,5,24,2,semiurb
9111052323,91110523232,05.12.2019,4,1,10,1440,7,41,1450,2,10,12,2,semiurb
9111052323,91110523232,05.12.2019,4,1,11,1600,6,41,1610,2,10,12,2,semiurb
9111052323,91110523232,05.12.2019,4,1,12,1615,7,41,1640,4,25,10,2,semiurb
9111052323,91110523232,06.12.2019,5,2,1,636,6,41,645,3,9,20,2,semiurb
9111052323,91110523232,06.12.2019,5,2,2,715,6,41,725,3,10,18,2,semiurb
9111052323,91110523232,06.12.2019,5,2,3,730,6,41,735,1,5,12,2,semiurb
9111052323,91110523232,06.12.2019,5,2,4,740,1,41,750,4,10,24,2,semiurb
9111052323,91110523232,06.12.2019,5,2,5,1200,4,41,1215,2,15,8,2,semiurb
9111052323,91110523232,06.12.2019,5,2,6,1255,4,41,1305,2,10,12,2,semiurb
9111052323,91110523232,06.12.2019,5,2,7,1330,11,41,1345,3,15,12,2,semiurb
9111052323,91110523232,06.12.2019,5,2,8,1430,6,41,1435,2,5,24,2,semiurb
9111052323,91110523232,06.12.2019,5,2,9,1450,6,41,1500,1,10,6,2,semiurb
9111052323,91110523232,06.12.2019,5,2,10,1505,11,41,1515,2,10,12,2,semiurb
9111052323,91110523232,06.12.2019,5,2,11,1630,7,41,1640,3,10,18,2,semiurb
9111052323,91110523232,09.12.2019,1,5,1,630,6,41,645,3,15,12,2,semiurb
9111052323,91110523232,09.12.2019,1,5,2,730,6,41,740,4,10,24,2,semiurb
9111052323,91110523232,09.12.2019,1,5,3,745,1,41,755,4,10,24,2,semiurb
9111052323,91110523232,09.12.2019,1,5,4,1245,6,41,1300,6,15,24,2,semiurb
9111052323,91110523232,09.12.2019,1,5,5,1320,11,41,1330,1,10,6,2,semiurb
9111052323,91110523232,09.12.2019,1,5,6,1420,11,41,1430,3,10,18,2,semiurb
9111052323,91110523232,09.12.2019,1,5,7,1445,7,41,1450,1,5,12,2,semiurb
9111052323,91110523232,10.12.2019,2,6,1,630,6,41,645,3,15,12,2,semiurb
9111052323,91110523232,10.12.2019,2,6,2,715,6,41,730,4,15,16,2,semiurb
9111052323,91110523232,10.12.2019,2,6,3,735,6,41,745,1,10,6,2,semiurb
9111052323,91110523232,10.12.2019,2,6,4,748,1,41,755,4,7,34,2,semiurb
9111052323,91110523232,10.12.2019,2,6,5,1240,4,41,1255,4,15,16,2,semiurb
9111052323,91110523232,10.12.2019,2,6,6,1350,6,41,1400,3,10,18,2,semiurb
9111052323,91110523232,10.12.2019,2,6,7,1405,6,41,1410,1,5,12,2,semiurb
9111052323,91110523232,10.12.2019,2,6,8,1440,7,41,1455,4,15,16,2,semiurb
9111052323,91110523232,10.12.2019,2,6,9,1645,6,41,1700,4.5,15,18,2,semiurb
9111052323,91110523232,10.12.2019,2,6,10,1702,7,41,1720,4.5,18,15,2,semiurb
9111052323,91110523232,10.12.2019,2,6,11,1745,6,41,1800,4.5,15,18,2,semiurb
9111052323,91110523232,10.12.2019,2,6,12,1805,7,41,1830,4.5,25,11,2,semiurb
9111052323,91110523232,11.12.2019,3,7,1,630,6,41,645,3,15,12,2,semiurb
9111052323,91110523232,11.12.2019,3,7,2,715,6,41,730,3,15,12,2,semiurb
9111052323,91110523232,11.12.2019,3,7,3,735,6,41,740,1,5,12,2,semiurb
9111052323,91110523232,11.12.2019,3,7,4,741,1,41,750,4,9,27,2,semiurb
9111052323,91110523232,11.12.2019,3,7,5,1245,7,41,1258,5,13,23,2,semiurb
9111052323,91110523232,11.12.2019,3,7,6,1350,6,41,1400,4,10,24,2,semiurb
9111052323,91110523232,11.12.2019,3,7,7,1405,6,41,1410,1,5,12,2,semiurb
9111052323,91110523232,11.12.2019,3,7,8,1440,7,41,1455,4,15,16,2,semiurb
9111052154,91110521541,06.12.2019,5,1,1,1100,11,41,1125,14,25,34,5,semiurb
9111052154,91110521541,06.12.2019,5,1,3,1230,7,41,1300,14,30,28,5,semiurb
9111052154,91110521541,10.12.2019,2,5,1,945,4,41,1042,33.5,57,35,5,semiurb
9111052154,91110521541,10.12.2019,2,5,4,1302,7,41,1400,34.5,58,36,5,semiurb
9111052154,91110521541,11.12.2019,3,6,1,730,6,41,740,2,10,12,5,semiurb
9111052154,91110521541,11.12.2019,3,6,2,755,7,41,800,2,5,24,5,semiurb
9111052154,91110521541,11.12.2019,3,6,3,1945,6,41,1950,2,5,24,5,semiurb
9111052154,91110521541,11.12.2019,3,6,4,2000,7,41,2005,2,5,24,5,semiurb
9111052154,91110521542,06.12.2019,5,1,1,1245,1,41,1327,31,42,44,5,semiurb
9111052154,91110521542,06.12.2019,5,1,2,2350,7,41,30,31,40,47,5,semiurb
9111052154,91110521542,07.12.2019,6,2,1,1330,6,41,1335,3.7,5,44,5,semiurb
9111052154,91110521542,07.12.2019,6,2,2,1345,4,41,1347,0.7,2,21,5,semiurb
9111052154,91110521542,07.12.2019,6,2,3,1430,4,41,1507,29.6,37,48,5,semiurb
9111052154,91110521542,07.12.2019,6,2,4,1545,11,41,1612,20.6,27,46,5,semiurb
9111052154,91110521542,07.12.2019,6,2,5,1711,7,41,1749,31.6,38,50,5,semiurb
9111052154,91110521542,07.12.2019,6,2,6,1822,6,41,1827,3.7,5,44,5,semiurb
9111052154,91110521542,07.12.2019,6,2,7,1829,7,41,1834,3.7,5,44,5,semiurb
9111052154,91110521542,09.12.2019,1,4,1,1533,4,41,1535,1.5,2,45,5,semiurb
9111052154,91110521542,09.12.2019,1,4,2,1610,7,41,1612,1.5,2,45,5,semiurb
9111052154,91110521542,10.12.2019,2,5,1,1020,11,41,1051,20.4,31,39,5,semiurb
9111052154,91110521542,10.12.2019,2,5,2,1158,4,41,1200,1.5,2,45,5,semiurb
9111052154,91110521542,10.12.2019,2,5,3,1242,7,41,1315,22,33,40,5,semiurb
9111052098,91110520981,06.12.2019,5,1,1,825,11,41,900,34.8,35,60,5,semiurb
9111052098,91110520981,06.12.2019,5,1,2,944,7,41,1030,34.8,46,45,5,semiurb
9111052098,91110520981,06.12.2019,5,1,3,1122,11,41,1149,15.2,27,34,5,semiurb
9111052098,91110520981,06.12.2019,5,1,4,1315,4,41,1329,4.4,14,19,5,semiurb
9111052098,91110520981,06.12.2019,5,1,5,1501,7,41,1525,12,24,30,5,semiurb
9111052098,91110520981,07.12.2019,6,2,3,1001,4,41,1045,36.5,44,50,5,semiurb
9111052098,91110520981,07.12.2019,6,2,4,1203,11,41,1221,6.8,18,23,5,semiurb
9111052098,91110520981,07.12.2019,6,2,5,1231,11,41,1255,9.8,24,25,5,semiurb
9111052098,91110520981,07.12.2019,6,2,6,1303,4,41,1328,7.5,25,18,5,semiurb
9111052098,91110520981,07.12.2019,6,2,7,1341,4,41,1358,6.2,17,22,5,semiurb
9111052098,91110520981,07.12.2019,6,2,8,1508,11,41,1521,6.3,13,29,5,semiurb
9111052098,91110520981,07.12.2019,6,2,9,1719,7,41,1801,42.1,42,60,5,semiurb
9111052098,91110520981,08.12.2019,7,3,1,1231,11,41,1248,8.8,17,31,5,semiurb
9111052098,91110520981,08.12.2019,7,3,2,1404,7,41,1421,8.8,17,31,5,semiurb
9111052098,91110520981,09.12.2019,1,4,1,1155,4,41,1218,6.8,23,18,5,semiurb
9111052098,91110520981,09.12.2019,1,4,2,1238,7,41,1302,6.8,24,17,5,semiurb
9111052098,91110520981,10.12.2019,2,5,1,1045,11,41,1142,38.1,57,40,5,semiurb
9111052098,91110520981,10.12.2019,2,5,2,1321,7,41,1412,38.9,51,46,5,semiurb
9111052098,91110520981,11.12.2019,3,6,3,1433,4,41,1447,7.2,14,31,5,semiurb
9111052098,91110520981,11.12.2019,3,6,4,1523,7,41,1539,7.2,16,27,5,semiurb
9111052098,91110520982,09.12.2019,1,4,3,1755,5,41,1826,12.3,31,24,5,semiurb
9111052098,91110520982,09.12.2019,1,4,4,1941,7,41,2004,12.3,23,32,5,semiurb
9111052091,91110520911,05.12.2019,4,1,1,600,1,41,630,22,30,44,2,semiurb
9111052091,91110520911,05.12.2019,4,1,2,1730,7,41,1830,22,60,22,2,semiurb
9111052091,91110520911,06.12.2019,5,2,1,600,1,41,630,22,30,44,2,semiurb
9111052091,91110520911,06.12.2019,5,2,2,1606,7,41,1700,22,54,24,2,semiurb
9111052091,91110520911,06.12.2019,5,2,3,1705,6,41,1715,5,10,30,2,semiurb
9111052091,91110520911,06.12.2019,5,2,4,1730,7,41,1740,5,10,30,2,semiurb
9111052091,91110520911,06.12.2019,5,2,5,1845,6,41,1850,5,5,60,2,semiurb
9111052091,91110520911,06.12.2019,5,2,6,1900,7,41,1910,5,10,30,2,semiurb
9111052091,91110520911,07.12.2019,6,3,3,1300,6,41,1330,12.5,30,25,2,semiurb
9111052091,91110520911,07.12.2019,6,3,4,1400,7,41,1430,12.5,30,25,2,semiurb
9111052091,91110520911,08.12.2019,7,4,3,1200,5,41,1230,10,30,20,2,semiurb
9111052091,91110520911,08.12.2019,7,4,4,1500,7,41,1530,10,30,20,2,semiurb
9111052091,91110520911,10.12.2019,2,6,1,600,1,41,630,22,30,44,2,semiurb
9111052091,91110520911,10.12.2019,2,6,3,1730,6,41,1740,2.5,10,15,2,semiurb
9111052091,91110520911,10.12.2019,2,6,4,1745,7,41,1750,2.5,5,30,2,semiurb
9111052091,91110520911,11.12.2019,3,7,1,600,1,41,633,22,33,40,2,semiurb
9111052091,91110520911,11.12.2019,3,7,2,1900,7,41,1930,22,30,44,2,semiurb
9111052091,91110520912,05.12.2019,4,1,1,730,6,41,738,5,8,38,2,semiurb
9111052091,91110520912,05.12.2019,4,1,2,740,7,41,745,5,5,60,2,semiurb
9111052091,91110520912,05.12.2019,4,1,3,1015,4,41,1025,4,10,24,2,semiurb
9111052091,91110520912,05.12.2019,4,1,4,1200,7,41,1210,4,10,24,2,semiurb
9111052091,91110520912,05.12.2019,4,1,5,1340,6,41,1350,5,10,30,2,semiurb
9111052091,91110520912,05.12.2019,4,1,6,1420,7,41,1425,2,5,24,2,semiurb
9111052091,91110520912,05.12.2019,4,1,7,1630,6,41,1645,5,15,20,2,semiurb
9111052091,91110520912,05.12.2019,4,1,8,1800,7,41,1820,5,20,15,2,semiurb
9111052091,91110520912,06.12.2019,5,2,1,730,6,41,740,4,10,24,2,semiurb
9111052091,91110520912,06.12.2019,5,2,2,745,4,41,800,5,15,20,2,semiurb
9111052091,91110520912,06.12.2019,5,2,3,830,7,41,835,2,5,24,2,semiurb
9111052091,91110520912,06.12.2019,5,2,4,930,6,41,935,1,5,12,2,semiurb
9111052091,91110520912,06.12.2019,5,2,5,940,7,41,945,1,5,12,2,semiurb
9111052091,91110520912,06.12.2019,5,2,6,1330,6,41,1340,4,10,24,2,semiurb
9111052091,91110520912,06.12.2019,5,2,7,1400,7,41,1410,4,10,24,2,semiurb
9111052091,91110520912,07.12.2019,6,3,1,1500,4,41,1515,5,15,20,2,semiurb
9111052091,91110520912,07.12.2019,6,3,2,1600,7,41,1615,5,15,20,2,semiurb
9111052091,91110520912,07.12.2019,6,3,3,2130,5,41,2155,18,25,43,2,semiurb
9111052091,91110520912,08.12.2019,7,4,1,330,7,41,350,18,20,54,2,semiurb
9111052091,91110520912,09.12.2019,1,5,1,730,6,41,740,4,10,24,2,semiurb
9111052091,91110520912,09.12.2019,1,5,2,741,7,41,755,4,14,17,2,semiurb
9111052091,91110520912,09.12.2019,1,5,3,930,6,41,940,2,10,12,2,semiurb
9111052091,91110520912,09.12.2019,1,5,4,945,7,41,950,2,5,24,2,semiurb
9111052091,91110520912,09.12.2019,1,5,5,1330,6,41,1340,4,10,24,2,semiurb
9111052091,91110520912,09.12.2019,1,5,6,1500,7,41,1515,4,15,16,2,semiurb
9111052091,91110520912,10.12.2019,2,6,1,730,6,41,740,4,10,24,2,semiurb
9111052091,91110520912,10.12.2019,2,6,2,741,7,41,750,4,9,27,2,semiurb
9111052091,91110520912,10.12.2019,2,6,3,930,6,41,940,2,10,12,2,semiurb
9111052091,91110520912,10.12.2019,2,6,4,1000,4,41,1010,4,10,24,2,semiurb
9111052091,91110520912,10.12.2019,2,6,5,1200,7,41,1215,4,15,16,2,semiurb
9111052091,91110520912,10.12.2019,2,6,6,1330,6,41,1340,4,10,24,2,semiurb
9111052091,91110520912,10.12.2019,2,6,7,1345,7,41,1355,4,10,24,2,semiurb
9111052091,91110520912,10.12.2019,2,6,8,1810,11,41,1830,1,20,3,2,semiurb
9111052091,91110520912,10.12.2019,2,6,9,1940,7,41,2000,10,20,30,2,semiurb
9111052091,91110520912,11.12.2019,3,7,1,730,6,41,740,4,10,24,2,semiurb
9111052091,91110520912,11.12.2019,3,7,2,741,4,41,750,4,9,27,2,semiurb
9111052091,91110520912,11.12.2019,3,7,3,1000,7,41,1015,4,15,16,2,semiurb
9111052091,91110520912,11.12.2019,3,7,4,1330,6,41,1340,4,10,24,2,semiurb
9111052091,91110520912,11.12.2019,3,7,5,1341,7,41,1351,4,10,24,2,semiurb
9111051985,91110519851,05.12.2019,4,1,1,810,11,41,815,2.1,5,25,6,rural
9111051985,91110519851,05.12.2019,4,1,2,910,7,41,915,2.1,5,25,6,rural
9111051985,91110519851,05.12.2019,4,1,3,1415,5,41,1500,30,45,40,6,rural
9111051985,91110519851,05.12.2019,4,1,4,1900,7,41,1945,30,45,40,6,rural
9111051985,91110519851,06.12.2019,5,2,1,825,11,41,920,1.6,55,2,6,rural
9111051985,91110519851,06.12.2019,5,2,2,930,7,41,935,1.6,5,19,6,rural
9111051985,91110519851,06.12.2019,5,2,3,1020,11,41,1027,3,7,26,6,rural
9111051985,91110519851,06.12.2019,5,2,4,1108,7,41,1115,3,7,26,6,rural
9111051985,91110519851,06.12.2019,5,2,5,1345,11,41,1350,2.3,5,28,6,rural
9111051985,91110519851,06.12.2019,5,2,6,1425,7,41,1430,2.5,5,30,6,rural
9111051985,91110519851,06.12.2019,5,2,7,1500,4,41,1510,5,10,30,6,rural
9111051985,91110519851,06.12.2019,5,2,8,1535,7,41,1545,5,10,30,6,rural
9111051985,91110519851,07.12.2019,6,3,1,845,5,41,855,4.5,10,27,6,rural
9111051985,91110519851,07.12.2019,6,3,2,950,7,41,1000,4.4,10,26,6,rural
9111051985,91110519851,07.12.2019,6,3,3,1400,5,41,1410,4.1,10,25,6,rural
9111051985,91110519851,07.12.2019,6,3,4,1555,7,41,1605,4.1,10,25,6,rural
9111051985,91110519851,08.12.2019,7,4,1,835,11,41,1015,9.2,100,6,6,rural
9111051985,91110519851,08.12.2019,7,4,2,1340,6,41,1430,12,50,14,6,rural
9111051985,91110519851,08.12.2019,7,4,3,1715,7,41,1740,2.5,25,6,6,rural
9111051985,91110519851,09.12.2019,1,5,1,831,11,41,835,2,4,30,6,rural
9111051985,91110519851,09.12.2019,1,5,2,925,7,41,930,2,5,24,6,rural
9111051985,91110519851,09.12.2019,1,5,3,1330,11,41,1345,6.5,15,26,6,rural
9111051985,91110519851,09.12.2019,1,5,4,1415,7,41,1425,7,10,42,6,rural
9111051985,91110519851,09.12.2019,1,5,5,1545,6,41,1553,2.8,8,21,6,rural
9111051985,91110519851,09.12.2019,1,5,6,1722,7,41,1730,2.8,8,21,6,rural
9111051985,91110519851,10.12.2019,2,6,1,840,11,41,845,2,5,24,6,rural
9111051985,91110519851,10.12.2019,2,6,2,940,7,41,945,2,5,24,6,rural
9111051985,91110519851,10.12.2019,2,6,3,1050,11,41,1055,2,5,24,6,rural
9111051985,91110519851,10.12.2019,2,6,4,1145,7,41,1150,2,5,24,6,rural
9111051985,91110519851,10.12.2019,2,6,5,1340,6,41,1355,5,15,20,6,rural
9111051985,91110519851,10.12.2019,2,6,6,1515,7,41,1530,5,15,20,6,rural
9111051985,91110519851,11.12.2019,3,7,1,840,11,41,850,3.5,10,21,6,rural
9111051985,91110519851,11.12.2019,3,7,2,927,7,41,940,4,13,18,6,rural
9111051985,91110519851,11.12.2019,3,7,3,945,4,41,1010,13.5,25,32,6,rural
9111051985,91110519851,11.12.2019,3,7,4,1105,7,41,1135,13.5,30,27,6,rural
9111051985,91110519851,11.12.2019,3,7,5,1330,11,41,1342,4.6,12,23,6,rural
9111051985,91110519851,11.12.2019,3,7,6,1448,7,41,1500,4.6,12,23,6,rural
9111051976,91110519761,20.01.2020,1,2,2,1100,4,41,1110,2.5,10,15,5,semiurb
9111051976,91110519761,20.01.2020,1,2,3,1200,7,41,1210,2.5,10,15,5,semiurb
9111051976,91110519761,21.01.2020,2,3,2,1010,4,41,1040,16,30,32,5,semiurb
9111051976,91110519761,21.01.2020,2,3,3,1200,4,41,1215,2,15,8,5,semiurb
9111051976,91110519761,21.01.2020,2,3,4,1330,7,41,1420,18,50,22,5,semiurb
9111051976,91110519761,22.01.2020,3,4,2,1000,11,41,1040,16,40,24,5,semiurb
9111051976,91110519761,22.01.2020,3,4,3,1130,7,41,1210,16,40,24,5,semiurb
9111051976,91110519761,22.01.2020,3,4,5,1500,5,41,1515,0.5,15,2,5,semiurb
9111051976,91110519761,22.01.2020,3,4,6,1700,7,41,1710,0.5,10,3,5,semiurb
9111051976,91110519761,23.01.2020,4,5,4,1530,4,41,1545,2.5,15,10,5,semiurb
9111051976,91110519761,23.01.2020,4,5,5,1630,7,41,1645,2.5,15,10,5,semiurb
9111051976,91110519761,24.01.2020,5,6,4,1500,11,41,1530,12,30,24,5,semiurb
9111051976,91110519761,24.01.2020,5,6,5,1830,7,41,1900,12,30,24,5,semiurb
9111051976,91110519761,25.01.2020,6,7,2,1300,4,41,1340,16,40,24,5,semiurb
9111051976,91110519761,25.01.2020,6,7,3,1450,7,41,1530,16,40,24,5,semiurb
9111051873,91110518731,13.01.2020,1,1,1,1000,4,41,1018,8,18,27,2,semiurb
9111051873,91110518731,13.01.2020,1,1,2,1120,7,41,1140,8,20,24,2,semiurb
9111051873,91110518731,14.01.2020,2,2,1,938,5,41,956,9,18,30,2,semiurb
9111051873,91110518731,14.01.2020,2,2,2,1057,4,41,1105,3,8,23,2,semiurb
9111051873,91110518731,14.01.2020,2,2,3,1123,7,41,1135,7,12,35,2,semiurb
9111051873,91110518731,15.01.2020,3,3,1,918,4,41,922,1,4,15,2,semiurb
9111051873,91110518731,15.01.2020,3,3,2,927,5,41,958,12,31,23,2,semiurb
9111051873,91110518731,15.01.2020,3,3,3,1439,5,41,1450,1,11,5,2,semiurb
9111051873,91110518731,15.01.2020,3,3,5,1510,7,41,1540,12,30,24,2,semiurb
9111051873,91110518731,17.01.2020,5,5,1,1140,11,41,1158,6,18,20,2,semiurb
9111051873,91110518731,17.01.2020,5,5,2,1205,4,41,1208,1,3,20,2,semiurb
9111051873,91110518731,17.01.2020,5,5,3,1226,4,41,1237,5,11,27,2,semiurb
9111051873,91110518731,17.01.2020,5,5,4,1250,11,41,1302,4,12,20,2,semiurb
9111051873,91110518731,17.01.2020,5,5,5,1309,7,41,1313,1,4,15,2,semiurb
9111051771,91110517711,16.01.2020,4,1,1,541,1,41,602,22,21,63,6,rural
9111051771,91110517711,16.01.2020,4,1,2,1505,7,41,1530,22,25,53,6,rural
9111051771,91110517711,16.01.2020,4,1,3,1738,5,41,1746,6,8,45,6,rural
9111051771,91110517711,16.01.2020,4,1,4,1906,11,41,1912,4,6,40,6,rural
9111051771,91110517711,16.01.2020,4,1,5,2117,7,41,2126,9,9,60,6,rural
9111051771,91110517711,17.01.2020,5,2,1,653,1,41,714,22,21,63,6,rural
9111051771,91110517711,17.01.2020,5,2,2,1401,7,41,1423,22,22,60,6,rural
9111051771,91110517711,17.01.2020,5,2,3,1705,6,41,1709,2,4,30,6,rural
9111051771,91110517711,17.01.2020,5,2,4,1712,7,41,1716,2,4,30,6,rural
9111051771,91110517711,17.01.2020,5,2,5,1929,6,41,1932,2,3,40,6,rural
9111051771,91110517711,17.01.2020,5,2,6,1934,7,41,1936,2,2,60,6,rural
9111051771,91110517711,18.01.2020,6,3,1,1453,4,41,1457,2,4,30,6,rural
9111051771,91110517711,18.01.2020,6,3,2,1503,4,41,1510,5,7,43,6,rural
9111051771,91110517711,18.01.2020,6,3,3,1530,11,41,1536,4,6,40,6,rural
9111051771,91110517711,19.01.2020,7,4,1,1310,6,41,1313,2,3,40,6,rural
9111051771,91110517711,19.01.2020,7,4,2,1315,11,41,1330,9,15,36,6,rural
9111051771,91110517711,19.01.2020,7,4,3,1450,7,41,1501,10,11,55,6,rural
9111051771,91110517711,19.01.2020,7,4,4,1714,6,41,1743,23,29,48,6,rural
9111051771,91110517711,19.01.2020,7,4,5,1914,7,41,1946,23,32,43,6,rural
9111051771,91110517711,20.01.2020,1,5,1,534,1,41,555,22,21,63,6,rural
9111051771,91110517711,20.01.2020,1,5,2,1427,7,41,1451,18,24,45,6,rural
9111051771,91110517711,20.01.2020,1,5,3,2000,6,41,2013,11,13,51,6,rural
9111051771,91110517711,20.01.2020,1,5,4,2051,7,41,2103,11,12,55,6,rural
9111051771,91110517711,21.01.2020,2,6,1,635,4,41,653,19,18,63,6,rural
9111051771,91110517711,21.01.2020,2,6,2,700,11,41,710,5,10,30,6,rural
9111051771,91110517711,21.01.2020,2,6,5,1512,11,41,1531,9,19,28,6,rural
9111051771,91110517711,21.01.2020,2,6,6,1644,7,41,1706,13,22,35,6,rural
9111051771,91110517711,21.01.2020,2,6,7,1708,4,41,1712,9,4,135,6,rural
9111051771,91110517711,21.01.2020,2,6,8,1722,7,41,1730,7,8,53,6,rural
9111051771,91110517711,22.01.2020,3,7,1,540,1,41,600,22,20,66,6,rural
9111051771,91110517711,22.01.2020,3,7,2,1433,5,41,1451,7,18,23,6,rural
9111051771,91110517711,22.01.2020,3,7,3,1632,4,41,1643,6,11,33,6,rural
9111051771,91110517711,22.01.2020,3,7,4,1659,4,41,1704,2,5,24,6,rural
9111051771,91110517711,22.01.2020,3,7,5,1757,7,41,1819,15,22,41,6,rural
9111051502,91110515021,09.12.2019,1,2,1,730,4,41,750,3.5,20,11,3,urban
9111051502,91110515021,10.12.2019,2,3,4,1540,4,41,1550,3,10,18,3,urban
9111051502,91110515021,10.12.2019,2,3,5,1830,7,41,1840,2.5,10,15,3,urban
9111051502,91110515021,11.12.2019,3,4,3,1820,5,41,1830,2.8,10,17,3,urban
9111051502,91110515021,11.12.2019,3,4,4,1940,7,41,1950,2.8,10,17,3,urban
9111051502,91110515021,13.12.2019,5,6,3,1040,4,41,1050,4,10,24,3,urban
9111051502,91110515021,13.12.2019,5,6,4,1220,7,41,1230,4,10,24,3,urban
9111051502,91110515021,13.12.2019,5,6,5,1530,5,41,1545,6,15,24,3,urban
9111051502,91110515021,13.12.2019,5,6,6,1915,7,41,1930,6,15,24,3,urban
9111051502,91110515021,14.12.2019,6,7,3,1330,5,41,1350,6,20,18,3,urban
9111051502,91110515021,14.12.2019,6,7,4,1805,7,41,1820,6,15,24,3,urban
9111051502,91110515021,14.12.2019,6,7,5,1915,5,41,1935,6,20,18,3,urban
9111051502,91110515021,14.12.2019,6,7,6,2140,7,41,2200,6.5,20,20,3,urban
9111051499,91110514991,09.12.2019,1,2,1,1905,4,41,1915,6,10,36,2,semiurb
9111051499,91110514991,09.12.2019,1,2,2,1925,7,41,1935,6,10,36,2,semiurb
9111051499,91110514991,14.12.2019,6,7,1,1015,4,41,1100,10,45,13,2,semiurb
9111051499,91110514991,14.12.2019,6,7,2,1230,7,41,1245,10,15,40,2,semiurb
9111051499,91110514992,09.12.2019,1,2,3,2005,4,41,2010,5,5,60,2,semiurb
9111051499,91110514992,09.12.2019,1,2,4,2025,7,41,2030,5,5,60,2,semiurb
9111051495,91110514952,07.12.2019,6,2,3,1440,11,41,1530,35,50,42,1,urban
9111051495,91110514952,07.12.2019,6,2,4,1700,7,41,1750,35,50,42,1,urban
9111051473,91110514732,06.12.2019,5,1,1,930,4,41,940,3,10,18,3,urban
9111051473,91110514732,06.12.2019,5,1,2,1015,4,41,1045,8,30,16,3,urban
